id,subject,student_id,grade_level,teacher_id,instructional_minutes,assessment_year,assessment_score
8472,language,2402,11,73,170,2015,82.28
2294,language,651,11,82,150,2016,51.98
1449,math,414,9,93,90,2016,57.02
8333,math,2365,9,3,170,2015,65.3
8747,math,2479,9,2,110,2016,63.69
7772,language,2204,9,101,90,2016,90.6
3955,math,1119,12,110,130,2016,63.89
59,math,19,10,41,90,2015,84.53
3526,language,997,10,91,90,2016,98.44
4322,language,1221,10,108,90,2016,83.31
9164,language,2595,11,53,150,2015,0.0
6623,math,1878,10,41,130,2016,79.12
6667,math,1890,9,29,110,2015,78.25
8601,math,2438,9,49,130,2016,74.65
6897,math,1956,10,36,90,2015,51.31
6046,language,1716,9,92,90,2016,96.39
7950,language,2255,10,105,90,2015,77.33
6208,language,1764,9,107,110,2015,81.12
3504,language,991,10,77,90,2016,81.08
2928,language,828,9,75,150,2016,96.37
6269,math,1780,9,33,110,2016,62.95
5635,math,1595,12,16,110,2016,75.32
1063,math,303,11,26,150,2016,62.79
2441,math,691,9,26,150,2015,72.2
7666,language,2173,10,61,170,2015,0.0
3201,math,903,12,44,130,2016,97.79
2320,language,658,9,62,170,2015,0.0
4750,language,1343,11,56,90,2016,86.43
5201,math,1468,10,49,110,2016,87.79
8879,math,2517,10,8,110,2015,90.93
3704,language,1049,9,108,150,2016,93.68
3839,math,1088,10,33,150,2016,60.29
9321,math,2639,12,11,150,2016,64.55
9521,math,2699,11,45,170,2015,54.11
6672,language,1891,9,94,90,2015,60.14
5374,language,1519,9,83,130,2015,85.22
3448,language,974,10,78,90,2016,55.84
7541,math,2139,11,108,90,2016,29.88
3966,language,1122,11,99,170,2015,96.45
10263,math,2904,11,1,90,2016,44.95
9503,math,2694,9,44,90,2016,68.97
8941,math,2533,10,15,90,2016,92.39
2290,language,650,10,91,130,2016,91.87
3615,math,1024,12,46,130,2016,89.85
10046,language,2843,11,69,130,2016,100.0
1654,language,469,10,73,110,2016,71.39
1503,math,428,11,27,90,2016,82.23
2593,math,735,9,93,110,2016,99.47
7072,language,2005,12,89,170,2016,64.4
7584,language,2150,9,60,90,2015,53.95
9443,math,2676,10,45,150,2015,53.22
5682,language,1608,12,104,170,2016,90.53
5350,language,1512,9,53,170,2016,84.74
2640,language,749,10,93,110,2015,90.56
6690,language,1896,10,66,150,2015,100.0
6910,language,1959,10,114,130,2016,36.6
7085,math,2009,10,8,110,2015,54.51
7735,math,2193,9,106,170,2016,92.15
477,math,140,11,15,130,2016,67.58
2367,math,671,11,23,170,2015,71.66
2071,math,588,11,18,130,2016,91.5
4178,language,1182,12,70,110,2016,84.67
9006,language,2551,11,77,150,2015,89.59
4664,language,1319,9,105,130,2016,42.49
7969,math,2260,12,8,90,2016,29.51
7246,language,2057,9,55,150,2016,49.17
4065,math,1151,10,47,130,2015,65.86
7932,language,2250,10,91,170,2015,88.13
2121,math,602,12,49,90,2016,63.88
5608,language,1587,12,70,110,2016,35.98
5148,language,1453,9,79,150,2015,72.04
2003,math,571,9,5,90,2015,95.99
7254,language,2059,12,78,130,2016,42.55
7221,math,2050,9,15,90,2016,83.17
115,math,35,10,110,170,2016,53.24
5428,language,1534,11,109,150,2016,73.3
7315,math,2076,11,25,150,2016,100.0
2026,language,576,11,64,170,2016,87.48
8597,math,2437,11,34,110,2015,0.0
8898,language,2521,12,115,170,2016,41.69
8466,language,2400,12,57,170,2016,95.29
7012,language,1988,10,55,130,2015,80.09
8456,language,2397,11,69,170,2015,94.17
5813,math,1645,10,13,150,2015,82.64
7179,math,2037,11,25,170,2015,95.47
2214,language,628,12,65,110,2016,67.55
3585,math,1016,9,104,90,2016,98.11
3441,math,973,10,7,130,2015,41.33
2580,language,731,9,113,150,2015,49.25
9088,language,2573,10,82,170,2016,63.49
3495,math,989,9,9,110,2015,59.51
1444,language,412,11,88,170,2016,76.81
8998,language,2548,11,63,110,2016,92.38
680,language,195,9,87,150,2016,0.0
9810,language,2779,10,66,90,2016,67.92
6073,math,1725,11,26,150,2015,48.54
2066,language,587,9,60,110,2015,70.59
6681,math,1893,12,106,90,2016,99.43
4573,math,1292,9,42,130,2016,68.6
10446,language,2956,11,88,90,2016,69.63
5172,language,1460,11,89,150,2015,39.61
9434,language,2673,11,77,170,2015,68.37
6643,math,1884,10,2,170,2015,77.23
3024,language,854,11,66,130,2015,73.11
6271,math,1781,9,41,150,2015,70.41
6642,language,1883,10,59,110,2016,55.24
3688,language,1044,10,78,150,2015,98.6
8305,math,2357,10,15,130,2016,51.48
9222,language,2611,9,89,110,2015,75.69
4062,language,1149,12,71,110,2016,64.27
1905,math,541,12,42,130,2016,41.97
3152,language,890,10,93,130,2015,49.19
8945,math,2534,12,4,110,2016,82.25
5767,math,1631,10,23,90,2016,37.45
4039,math,1144,11,25,130,2015,57.1
6083,math,1727,11,42,90,2016,79.46
7717,math,2188,9,5,90,2016,71.5
4810,language,1360,10,69,130,2015,50.22
6474,language,1838,10,97,170,2016,65.0
10387,math,2939,9,11,130,2016,80.17
7745,math,2196,12,2,130,2016,72.65
4621,math,1307,9,1,130,2015,40.3
4259,math,1204,10,43,150,2016,83.75
5745,math,1625,12,31,90,2016,87.36
6469,math,1837,12,114,170,2016,80.32
5469,math,1547,10,92,90,2015,36.41
272,language,79,10,90,150,2016,94.92
5664,language,1604,11,81,170,2015,87.19
2833,math,802,10,17,130,2016,0.0
10393,math,2941,9,9,130,2015,78.47
377,math,109,9,4,110,2016,62.58
4666,language,1320,9,60,130,2016,82.4
6775,math,1921,11,105,90,2015,71.71
6495,math,1844,10,109,150,2015,79.47
8764,language,2483,12,64,130,2016,86.11
6416,language,1820,10,68,110,2016,77.88
4347,math,1228,10,50,170,2015,99.22
10330,language,2922,11,99,150,2016,0.0
1240,language,352,10,94,170,2016,76.36
1432,language,409,9,55,150,2016,71.12
9202,language,2605,9,64,110,2015,99.41
7442,language,2112,11,65,150,2015,89.26
8498,language,2408,11,95,110,2016,83.04
5096,language,1438,12,61,90,2016,80.58
4923,math,1392,11,22,170,2015,95.09
2059,math,585,10,11,170,2016,98.51
5389,math,1523,11,31,150,2015,62.43
8232,language,2334,11,110,130,2015,83.63
4285,math,1211,10,33,110,2016,0.0
4897,math,1385,11,35,130,2015,49.36
5261,math,1485,11,23,130,2016,48.64
6094,language,1730,10,75,150,2016,100.0
875,math,250,11,44,130,2015,78.47
2608,language,739,11,90,90,2016,41.96
97,math,30,12,12,90,2016,4.46
1815,math,516,11,47,170,2015,99.28
867,math,248,10,7,150,2015,38.29
4439,math,1253,12,25,150,2016,96.8
7774,language,2205,11,57,150,2015,82.4
3186,language,899,11,85,90,2015,42.46
10354,language,2930,11,57,150,2015,94.53
8570,language,2429,11,53,170,2015,49.3
5252,language,1482,11,102,110,2016,98.29
5600,language,1585,10,54,170,2016,97.6
9007,math,2551,12,13,110,2016,94.31
2027,math,577,10,33,110,2015,61.66
7827,math,2221,9,40,130,2015,81.37
8496,language,2408,10,57,170,2015,75.73
2916,language,825,10,82,110,2015,38.3
5590,language,1582,11,66,110,2016,95.05
3131,math,884,11,35,170,2016,99.76
5010,language,1415,10,88,170,2015,45.95
2237,math,636,9,37,110,2016,40.41
7714,language,2187,11,57,130,2015,84.35
277,math,81,11,45,170,2015,63.26
9520,language,2698,12,66,150,2016,94.09
7852,language,2227,9,65,90,2015,59.54
5304,language,1497,11,101,130,2015,65.72
7336,language,2081,10,82,110,2016,78.78
10219,math,2892,11,97,130,2015,47.79
3329,math,941,9,4,150,2015,94.69
513,math,150,11,18,170,2015,95.56
4495,math,1268,9,19,90,2016,94.05
662,language,190,12,104,150,2016,100.0
3271,math,925,10,6,150,2015,71.99
5331,math,1505,9,18,110,2015,93.97
5002,language,1413,10,91,170,2015,96.22
8890,language,2519,10,93,170,2016,97.65
746,language,215,9,62,150,2015,66.79
3619,math,1025,10,108,150,2016,61.23
7324,language,2078,10,106,130,2016,46.17
9109,math,2580,9,41,130,2016,58.06
6244,language,1773,10,74,150,2015,76.51
1978,language,564,9,79,130,2015,57.71
2595,math,736,9,102,150,2016,90.44
5591,math,1583,10,35,110,2015,91.93
2255,math,641,9,40,90,2015,67.65
4746,language,1342,10,90,90,2016,58.34
8543,math,2422,10,105,150,2016,88.47
8513,math,2413,11,15,90,2016,97.86
2549,math,722,10,100,150,2015,67.87
8015,math,2272,10,29,170,2016,96.48
8343,math,2367,12,1,110,2016,52.47
305,math,89,11,6,150,2015,73.96
1752,language,498,11,62,130,2015,91.24
6311,math,1792,9,22,90,2015,85.03
8139,math,2309,10,113,90,2015,91.91
4708,language,1332,9,89,170,2016,61.58
8555,math,2425,10,42,170,2016,98.51
5776,language,1634,11,79,110,2015,59.51
6561,math,1861,9,40,90,2015,81.03
1679,math,477,11,30,130,2015,34.96
7161,math,2032,10,112,90,2015,44.06
9519,math,2698,12,48,130,2016,61.34
5790,language,1638,10,91,170,2015,84.94
5868,language,1660,12,61,90,2016,86.93
6748,language,1913,9,77,110,2015,65.81
734,language,211,10,90,170,2015,90.39
656,language,189,9,75,130,2015,41.62
9958,language,2821,9,64,150,2015,69.22
927,math,265,11,50,90,2015,63.59
9856,language,2792,12,52,90,2016,28.87
6588,language,1868,9,66,90,2016,77.38
5826,language,1649,9,107,110,2015,74.5
3236,language,915,9,73,170,2016,91.57
9723,math,2755,10,106,150,2015,99.22
10557,math,2990,11,24,170,2015,68.96
1301,math,369,9,96,90,2016,52.22
273,math,80,11,107,90,2015,82.13
9951,math,2819,12,38,130,2016,89.7
4619,math,1306,11,15,110,2016,100.0
6867,math,1947,11,41,110,2015,83.87
2325,math,660,10,34,90,2015,95.56
7551,math,2142,9,13,150,2015,78.31
10357,math,2931,11,108,110,2015,78.45
232,language,69,10,73,110,2016,96.37
3181,math,898,9,7,150,2015,65.51
4658,language,1317,12,91,170,2016,100.0
9323,math,2640,11,31,90,2015,98.7
8932,language,2531,11,61,90,2015,52.77
8435,math,2391,10,44,150,2015,17.34
6890,language,1953,10,53,130,2016,85.72
8756,language,2481,12,98,110,2016,16.59
1739,math,494,10,95,110,2016,92.89
5652,language,1600,9,72,150,2015,80.6
1153,math,328,10,105,130,2016,40.58
2429,math,687,12,11,110,2016,71.65
5936,language,1682,11,80,130,2016,57.05
2824,language,800,11,90,130,2015,84.34
5875,math,1662,11,23,110,2016,79.43
7864,language,2230,11,108,110,2015,69.09
2502,language,708,11,76,110,2015,86.32
9145,math,2589,12,45,90,2016,67.89
4135,math,1170,10,16,110,2016,86.03
7564,language,2145,11,80,110,2015,63.9
4494,language,1267,11,94,170,2016,88.61
7780,language,2206,12,72,90,2016,60.33
1471,math,420,9,10,90,2015,67.22
4515,math,1274,10,110,90,2015,50.71
7713,math,2187,11,96,110,2015,59.94
4594,language,1299,10,56,90,2015,75.05
1793,math,510,9,110,110,2016,68.63
3604,language,1021,11,52,110,2015,7.78
204,language,61,9,82,110,2016,66.73
7906,language,2242,10,84,170,2015,98.03
2105,math,598,12,111,90,2016,88.76
5427,math,1534,11,45,90,2016,99.33
5062,language,1429,11,70,110,2015,62.07
3668,language,1039,9,84,130,2015,0.0
10250,language,2901,10,77,150,2015,57.49
2899,math,820,11,103,170,2016,68.58
7459,math,2117,9,13,90,2016,60.39
918,language,261,10,71,150,2015,98.6
267,math,78,12,22,170,2016,100.0
10433,math,2953,11,3,110,2015,81.13
10341,math,2926,9,24,110,2016,43.95
7187,math,2039,12,31,110,2016,95.03
10517,math,2978,9,30,90,2016,59.35
1104,language,315,11,71,90,2015,88.49
6977,math,1978,9,112,110,2016,62.44
10262,language,2904,10,105,110,2015,58.0
5094,language,1438,11,53,150,2015,86.31
9300,language,2633,11,90,150,2016,61.42
2698,language,764,9,74,110,2015,66.19
1553,math,442,10,98,150,2016,38.45
2328,language,660,11,79,170,2016,86.31
7879,math,2234,10,18,90,2016,55.19
8823,math,2501,9,49,110,2016,37.61
6383,math,1811,10,42,110,2015,83.56
5232,language,1476,11,93,90,2015,31.18
4726,language,1337,9,69,150,2016,100.0
3260,language,922,9,104,150,2015,98.78
1272,language,360,11,102,90,2016,57.36
2953,math,835,11,110,90,2015,45.37
2349,math,666,10,24,90,2016,78.82
9727,math,2756,11,1,130,2015,77.0
2769,math,785,9,37,170,2016,95.77
1566,language,445,10,103,130,2016,54.67
4524,language,1277,11,84,170,2015,65.59
7341,math,2083,11,94,130,2015,87.91
8203,math,2327,10,94,150,2015,79.25
6255,math,1776,9,48,150,2015,79.53
8403,math,2383,11,105,170,2015,86.44
4775,math,1350,9,12,130,2016,29.79
9023,math,2556,10,38,110,2016,77.14
1904,language,541,11,73,150,2015,96.99
2348,language,666,9,72,90,2015,57.47
2857,math,808,12,2,130,2016,98.38
2500,language,707,9,82,150,2016,81.12
5444,language,1540,10,52,150,2015,51.67
2187,math,621,12,34,130,2016,75.11
8953,math,2536,11,24,130,2016,86.94
7832,language,2222,10,79,130,2015,75.69
9653,math,2737,10,94,170,2016,72.99
9862,language,2794,9,71,130,2015,57.51
10016,language,2835,11,72,110,2016,41.74
8376,language,2375,11,100,130,2016,41.45
5254,language,1483,9,63,130,2016,74.05
8630,language,2446,9,64,150,2015,60.82
3193,math,901,9,96,90,2016,0.0
3278,language,926,10,55,130,2016,45.67
9933,math,2815,11,32,150,2015,48.29
6722,language,1905,9,55,110,2016,68.04
9484,language,2688,9,103,150,2016,92.66
971,math,276,9,42,170,2015,90.65
2863,math,811,10,50,110,2015,97.45
5678,language,1607,11,102,90,2016,47.33
7777,math,2206,11,96,130,2015,54.55
4380,language,1237,11,69,90,2016,91.57
985,math,280,11,23,150,2016,86.86
2912,language,824,9,95,110,2015,61.54
7675,math,2176,9,7,130,2015,68.8
9760,language,2766,10,74,150,2015,73.21
2112,language,600,10,57,150,2015,81.72
2856,language,808,11,106,150,2015,96.99
1600,language,454,11,83,90,2016,53.89
366,language,105,10,104,110,2016,39.97
5093,math,1438,11,103,150,2015,85.94
10566,language,2992,12,77,130,2016,84.29
556,language,161,11,96,150,2015,73.5
1886,language,536,9,73,150,2016,94.29
2639,math,749,10,17,170,2015,0.0
5450,language,1542,11,88,170,2015,60.94
10237,math,2898,9,32,90,2015,75.78
4881,math,1380,10,29,170,2016,88.43
5811,math,1644,11,45,130,2016,65.03
2884,language,816,11,89,170,2016,32.68
8352,language,2369,10,103,150,2016,84.37
5253,math,1483,9,36,170,2016,74.39
4580,language,1294,9,56,150,2016,84.31
6849,math,1942,12,15,150,2016,98.96
4554,language,1287,11,97,170,2015,78.13
1494,language,426,9,62,150,2015,81.3
2583,math,732,9,111,90,2016,67.15
4111,math,1164,9,24,130,2015,51.95
779,math,224,10,110,90,2016,95.26
9320,language,2639,11,79,150,2015,88.69
10332,language,2923,10,114,170,2015,11.98
10276,language,2907,11,84,90,2016,39.04
8202,language,2326,9,64,110,2016,34.96
2129,math,604,10,109,130,2016,36.54
5139,math,1451,11,8,110,2015,90.03
5891,math,1667,11,3,110,2016,52.94
5534,language,1566,12,52,110,2016,29.83
7209,math,2045,12,49,170,2016,93.7
9843,math,2789,10,107,170,2015,-2.15
4374,language,1236,10,55,170,2015,61.44
1384,language,394,12,64,130,2016,76.56
1111,math,317,10,17,110,2015,0.0
5137,math,1450,10,100,110,2016,82.64
4913,math,1389,11,2,110,2015,90.54
82,language,25,12,71,170,2016,94.69
6599,math,1871,10,96,150,2016,87.56
3425,math,968,10,27,170,2015,77.97
9355,math,2650,9,11,110,2016,48.48
2107,math,599,10,2,130,2015,77.28
5832,language,1651,11,60,130,2015,52.2
10457,math,2960,10,95,170,2015,41.46
3212,language,906,9,83,130,2016,86.78
3855,math,1093,10,44,110,2015,55.88
810,language,232,11,103,110,2015,62.77
2747,math,778,11,108,170,2016,97.08
9860,language,2793,10,66,150,2016,0.0
9866,language,2795,11,78,90,2015,99.04
9177,math,2599,11,10,150,2015,69.31
2692,language,762,9,53,130,2016,83.52
9457,math,2680,9,50,170,2016,82.67
7219,math,2049,9,43,130,2016,50.33
6241,math,1772,10,47,130,2016,95.24
1300,language,368,10,79,130,2016,66.59
5146,language,1452,12,70,110,2016,75.42
9189,math,2602,10,45,110,2015,63.24
1703,math,483,12,29,150,2016,83.24
7963,math,2259,11,33,150,2015,47.3
7290,language,2069,9,88,170,2016,74.59
6817,math,1933,11,96,170,2015,50.27
8159,math,2315,9,36,150,2015,91.84
4885,math,1382,10,28,90,2015,60.96
8499,math,2409,9,43,150,2016,72.11
10008,language,2833,10,76,90,2016,51.31
7996,language,2267,12,69,110,2016,96.11
2434,language,689,10,65,110,2015,54.42
5394,language,1524,9,104,90,2016,42.23
4566,language,1290,9,64,150,2015,77.83
5715,math,1617,10,32,110,2016,32.74
5132,language,1449,11,75,130,2015,99.13
743,math,214,9,15,90,2016,89.58
133,math,40,12,44,130,2016,72.9
4195,math,1187,12,35,90,2016,72.29
9660,language,2739,9,63,90,2015,92.94
7267,math,2063,11,27,170,2016,85.09
9890,language,2802,9,76,90,2016,74.83
533,math,155,10,43,110,2016,89.28
3746,language,1061,11,95,90,2016,72.21
7343,math,2083,12,19,130,2016,72.43
522,language,152,9,115,90,2016,41.35
1284,language,364,12,67,150,2016,89.09
10545,math,2986,12,35,150,2016,91.38
6610,language,1874,9,61,130,2016,84.41
1073,math,306,11,22,110,2016,0.0
5806,language,1643,10,84,90,2015,90.52
400,language,116,9,61,150,2016,61.14
6211,math,1765,9,3,110,2015,73.89
7992,language,2266,12,70,130,2016,50.09
4268,language,1207,11,87,110,2015,99.88
6487,math,1842,11,14,110,2015,55.58
8532,language,2419,11,65,90,2016,59.64
8453,math,2396,9,113,110,2016,53.03
281,math,82,11,3,170,2015,91.87
8554,language,2425,9,78,150,2015,72.98
3510,language,993,9,51,150,2015,98.06
1538,language,438,9,71,90,2016,40.79
6825,math,1936,9,17,170,2015,0.0
434,language,127,11,62,170,2015,54.04
10586,language,2999,9,68,130,2016,61.64
8903,math,2523,11,41,110,2015,69.79
4738,language,1340,11,75,130,2016,41.63
9675,math,2743,9,31,110,2015,71.45
2553,math,723,9,19,170,2016,0.0
788,language,226,12,51,130,2016,88.77
10199,math,2886,11,6,130,2016,56.15
2503,math,708,12,36,170,2016,84.97
7733,math,2192,10,47,110,2016,97.23
5529,math,1565,9,16,130,2016,98.12
2642,language,749,11,84,130,2016,50.1
9250,language,2619,10,78,90,2016,61.32
9924,language,2812,10,61,170,2016,52.56
850,language,243,12,53,130,2016,77.49
9486,language,2689,10,115,130,2015,68.73
5859,math,1658,10,17,110,2016,0.0
7071,math,2005,12,10,130,2016,98.89
3037,math,858,10,34,150,2015,77.93
8417,math,2386,11,18,110,2016,64.7
7888,language,2236,12,87,130,2016,67.47
9954,language,2820,10,75,170,2015,95.09
3856,language,1093,10,80,150,2015,80.86
1083,math,309,11,106,170,2016,99.17
5760,language,1629,9,81,150,2016,98.93
9677,math,2743,10,105,90,2016,56.18
4969,math,1404,12,49,170,2016,91.83
5121,math,1446,12,30,130,2016,43.82
3571,math,1011,11,5,110,2015,95.57
1235,math,351,10,35,170,2016,93.71
7491,math,2126,9,108,170,2016,28.33
7020,language,1990,11,93,110,2015,39.71
2277,math,647,11,5,170,2015,80.97
5562,language,1574,10,66,150,2016,100.0
8662,language,2455,11,64,130,2015,67.44
6981,math,1979,12,18,110,2016,65.86
6744,language,1912,10,64,130,2015,46.14
7883,math,2235,10,39,130,2016,68.83
9817,math,2781,12,49,130,2016,82.92
4627,math,1309,10,18,150,2015,98.72
5824,language,1648,9,111,110,2016,57.83
5766,language,1631,9,103,150,2015,59.84
3499,math,990,9,30,90,2016,65.07
781,math,225,11,45,170,2015,94.22
570,language,164,12,51,130,2016,90.28
2850,language,806,11,66,130,2016,73.61
5541,math,1569,11,27,170,2015,99.55
2564,language,726,11,67,130,2016,79.05
887,math,253,9,27,170,2016,96.46
9072,language,2569,10,72,130,2016,90.86
7689,math,2180,11,34,150,2015,61.35
1551,math,442,9,44,110,2015,74.18
4083,math,1156,10,40,150,2015,99.6
4803,math,1357,10,41,130,2016,81.85
4021,math,1139,10,39,150,2015,5.87
1516,language,431,10,97,150,2016,86.34
9453,math,2679,10,48,90,2015,63.07
825,math,237,9,8,170,2016,86.89
7279,math,2066,10,93,90,2016,49.42
8753,math,2481,11,14,130,2015,93.73
407,math,118,10,100,170,2016,93.38
3683,math,1043,10,13,110,2015,68.81
8323,math,2362,9,1,150,2015,62.99
1917,math,545,9,18,90,2015,59.82
120,language,36,12,112,130,2016,69.77
2152,language,610,9,105,150,2016,92.61
5366,language,1517,11,84,170,2015,66.23
6860,language,1945,9,72,130,2015,57.71
1747,math,497,9,94,170,2015,97.04
7067,math,2004,11,23,150,2016,54.3
4419,math,1248,11,92,150,2016,94.72
4712,language,1333,10,106,90,2016,80.21
1717,math,487,11,39,90,2016,56.78
7681,math,2177,10,34,170,2016,54.92
5696,language,1612,12,68,110,2016,64.56
2241,math,637,10,48,130,2016,39.77
4550,language,1285,9,94,90,2016,38.04
4332,language,1224,9,73,130,2015,0.0
2444,language,691,10,115,170,2016,55.43
7858,language,2228,11,108,170,2016,52.07
1890,language,537,12,87,110,2016,94.88
8886,language,2518,12,82,90,2016,61.48
9288,language,2630,10,76,150,2015,86.2
7608,language,2156,11,70,90,2016,85.27
352,language,102,10,98,170,2015,26.74
3532,language,999,10,71,110,2015,88.13
3686,language,1043,11,115,170,2016,92.88
4396,language,1241,10,90,130,2016,89.51
543,math,158,11,7,90,2015,61.3
8730,language,2474,11,57,110,2015,51.81
3385,math,957,9,32,130,2016,63.3
4356,language,1230,11,72,170,2016,85.77
9264,language,2623,11,108,130,2016,66.13
6013,math,1706,10,18,150,2015,58.12
1687,math,479,11,14,90,2015,95.38
2175,math,618,9,34,110,2016,97.75
4820,language,1363,11,85,170,2015,48.44
1138,language,324,9,77,90,2016,45.82
618,language,179,10,52,90,2015,26.77
8690,language,2462,10,83,90,2016,94.39
5127,math,1448,11,18,90,2015,70.19
1324,language,376,9,73,90,2016,66.11
10054,language,2845,10,83,130,2016,65.17
3608,language,1022,9,65,90,2016,49.5
1067,math,304,10,40,110,2016,63.03
7591,math,2152,11,5,150,2015,85.75
1941,math,552,10,114,90,2016,72.59
10031,math,2839,11,93,150,2016,99.91
4652,language,1315,9,57,170,2016,96.15
48,language,15,12,53,150,2016,67.7
2283,math,648,12,3,90,2016,86.39
8345,math,2368,9,105,110,2015,75.33
7494,language,2127,9,99,130,2015,38.96
6454,language,1833,11,88,110,2015,55.09
4996,language,1411,11,110,170,2016,34.84
9234,language,2615,10,55,150,2015,59.6
5992,language,1699,11,114,150,2016,3.56
2389,math,676,12,42,150,2016,95.81
2957,math,836,9,4,130,2015,84.34
5176,language,1461,9,106,130,2016,69.97
2739,math,776,9,42,150,2015,84.73
392,language,114,11,93,150,2015,69.58
448,language,131,9,60,150,2015,84.96
4263,math,1205,11,14,110,2016,62.06
1054,language,300,12,82,90,2016,86.04
5295,math,1494,9,9,150,2016,76.14
168,language,51,11,72,130,2015,63.68
5655,math,1601,11,99,90,2015,69.42
7155,math,2030,10,26,90,2016,99.7
3804,language,1079,9,112,170,2016,74.62
8829,math,2503,9,3,170,2016,86.7
9615,math,2726,11,37,90,2016,96.09
9791,math,2775,9,3,170,2015,73.35
2527,math,716,11,105,90,2015,53.29
5273,math,1488,10,94,170,2016,65.94
3731,math,1057,10,4,150,2015,70.65
8702,language,2465,11,56,90,2016,55.77
6771,math,1920,11,30,170,2015,48.84
2190,language,622,10,76,110,2015,70.83
6242,language,1772,10,90,170,2016,81.0
3494,language,988,10,73,110,2016,81.83
6611,math,1875,9,40,110,2016,99.47
8537,math,2421,10,103,110,2015,29.98
842,language,241,10,65,170,2016,79.63
2417,math,684,11,104,150,2016,100.0
8666,language,2456,9,95,150,2015,79.41
1517,math,432,9,14,110,2016,68.11
1580,language,449,10,60,170,2015,67.6
8675,math,2458,10,14,110,2016,52.19
6114,language,1737,12,59,150,2016,92.23
7247,math,2058,10,35,130,2015,81.57
6536,language,1854,12,57,150,2016,89.88
4756,language,1345,10,59,90,2015,91.86
841,math,241,10,33,110,2016,61.01
7045,math,1998,12,1,170,2016,64.91
7263,math,2062,9,93,130,2016,99.9
5661,math,1603,9,10,150,2016,79.72
6741,math,1911,12,37,110,2016,77.34
6426,language,1823,9,101,130,2015,51.48
290,language,84,9,76,170,2015,49.61
844,language,242,10,52,90,2015,-9.87
6733,math,1909,9,91,150,2016,85.82
9340,language,2645,9,94,110,2015,39.71
3209,math,905,11,6,170,2016,84.15
4201,math,1189,9,18,90,2015,67.38
5648,language,1599,10,89,110,2015,86.62
6225,math,1768,10,16,150,2016,99.0
9949,math,2819,11,23,90,2015,78.17
4601,math,1301,10,42,90,2015,61.14
5707,math,1615,12,100,170,2016,100.0
8239,math,2336,9,27,130,2016,72.32
4831,math,1366,11,99,90,2015,51.28
3986,language,1128,11,108,90,2016,29.19
51,math,17,9,34,90,2015,86.77
8040,language,2279,10,58,110,2016,91.22
1837,math,523,9,1,170,2015,81.47
9479,math,2687,11,44,170,2015,92.75
8013,math,2272,9,4,90,2015,78.6
10082,language,2853,10,73,130,2016,68.74
5052,language,1426,10,115,170,2015,57.37
6223,math,1768,9,46,150,2015,58.43
5071,math,1431,11,30,150,2016,65.6
9584,language,2717,12,72,110,2016,96.85
8894,language,2520,11,93,150,2016,82.14
3896,language,1103,12,57,170,2016,98.89
6519,math,1850,10,30,150,2015,98.44
3012,language,851,11,76,110,2015,69.82
8440,language,2392,9,87,130,2015,51.48
2696,language,763,11,65,90,2016,85.64
5223,math,1474,9,96,130,2015,74.64
6969,math,1976,10,41,150,2015,82.83
4197,math,1188,11,20,110,2015,62.07
4466,language,1260,9,51,170,2016,71.99
2044,language,581,11,54,150,2015,96.36
4203,math,1189,10,48,170,2016,87.17
1862,language,529,10,53,130,2016,74.18
4252,language,1202,11,75,90,2016,64.26
10253,math,2902,9,50,150,2015,99.68
7495,math,2127,10,6,90,2016,83.18
9545,math,2705,11,41,110,2015,45.8
1253,math,356,9,17,170,2015,0.0
5773,math,1633,12,32,110,2016,55.16
7805,math,2214,11,37,130,2016,39.61
1025,math,292,11,36,150,2015,73.09
4176,language,1182,11,97,130,2015,58.08
1988,language,566,11,59,110,2016,72.82
9699,math,2749,11,13,170,2015,68.23
8137,math,2308,11,21,150,2016,70.42
7328,language,2079,12,67,90,2016,65.17
10336,language,2924,9,57,110,2016,47.89
3780,language,1071,11,73,150,2016,96.26
4779,math,1351,12,18,170,2016,67.5
7818,language,2218,10,86,150,2016,98.77
8488,language,2406,10,64,150,2015,94.45
2249,math,639,12,50,110,2016,68.12
8052,language,2282,12,77,90,2016,98.89
1005,math,286,11,34,150,2015,51.72
5075,math,1433,10,32,130,2015,83.47
4797,math,1356,10,20,110,2015,84.57
4742,language,1341,11,71,90,2016,77.46
355,math,103,9,98,150,2015,35.42
8176,language,2319,9,107,150,2015,7.42
7190,language,2040,9,114,110,2016,57.95
6127,math,1742,9,30,150,2015,54.01
646,language,186,11,68,90,2016,79.61
10171,math,2879,10,22,170,2015,100.0
6605,math,1873,11,39,130,2015,93.74
3048,language,860,11,55,150,2016,86.3
1778,language,505,10,60,150,2015,72.8
1012,language,287,12,68,90,2016,95.62
1033,math,294,12,33,170,2016,73.67
1196,language,340,10,108,170,2015,0.0
10513,math,2977,10,9,150,2015,72.81
1393,math,397,9,4,130,2016,83.7
4605,math,1302,9,50,110,2016,76.93
7782,language,2207,9,52,110,2015,54.62
8586,language,2433,9,62,150,2015,75.08
4768,language,1348,11,90,170,2015,91.29
4578,language,1293,10,76,130,2016,94.01
10280,language,2908,12,84,130,2016,74.81
10578,language,2996,11,99,130,2016,61.02
1572,language,447,11,77,90,2015,69.59
832,language,239,10,51,110,2015,60.69
3739,math,1060,11,93,110,2015,72.65
